"paper_id","coder","paper_title","criterion category","criterion label","new criterion label","normative framing","text evidence","is prerequisite for","depends on","can be automated","LLM involved","notes"
104,"Amelia","Reproduce to validate: a comprehensive study on the reproducibility of economics research","Executability","path resolution",,"tacit","Rating-1 (best) description explicitly tolerates ""negligible changes … e.g., path redirection"" without penalty (Table 2, p.969)",,,"unclear",,
104,"Amelia","Reproduce to validate: a comprehensive study on the reproducibility of economics research","Executability","coding error handling",,"injunctive","""we … limited the time to find a solution … to about a week. If unsuccessful … the reproduction attempt was marked as 'not reproducible'"" (p.970)",,,"unclear",,
104,"Amelia","Reproduce to validate: a comprehensive study on the reproducibility of economics research","Executability","computing environment",,"descriptive","""the journal does not require authors to specify the required software, operating system and versions thereof, and most articles were silent on the topic"" (p.970)",,,"unclear",,
104,"Amelia","Reproduce to validate: a comprehensive study on the reproducibility of economics research","Consistency","numerical output match",,"injunctive","""Assessors were instructed to categorize articles as fully reproducible if all numbers and figures matched, up to some decimals"" (p.974)",,"data deposit","unclear",,
104,"Amelia","Reproduce to validate: a comprehensive study on the reproducibility of economics research","Consistency","table and figure match",,"injunctive","""Assessors were instructed to categorize articles as fully reproducible if all numbers and figures matched, up to some decimals"" (p.974)",,"data deposit","unclear",,
105,"Amelia","Promoting reproducibility and replicability in political science","Availability","code deposit",,"injunctive","""they ensure that the data and codes necessary for a computational reproducibility are available"" (p.3)",,,"unclear",,
105,"Amelia","Promoting reproducibility and replicability in political science","Availability","data deposit",,"injunctive","""they ensure that the data and codes necessary for a computational reproducibility are available"" (p.3)",,,"unclear",,
105,"Amelia","Promoting reproducibility and replicability in political science","Availability","data provenance",,"descriptive","""the data editors typically require the authors to provide detailed information describing how other researchers may obtain the data"" (p.3)",,,"unclear",,
105,"Amelia","Promoting reproducibility and replicability in political science","Executability","path resolution",,"tacit","""fixing file paths and libraries"" — SSRP improvement step (p.6)",,,"unclear",,
105,"Amelia","Promoting reproducibility and replicability in political science","Executability","dependency resolution",,"tacit","""fixing file paths and libraries"" — SSRP improvement step (p.6)",,,"unclear",,
105,"Amelia","Promoting reproducibility and replicability in political science","Consistency","numerical output match",,"descriptive","""an independent verification process that computationally reproduces numerical results for accepted articles"" — Odum Institute / AJPS (p.3)",,,"unclear",,
106,"Amelia","The data availability policies of political science journals","Availability","code deposit",,"injunctive","""journals must (continue to) adopt and enforce standards that ensure researchers share the data and code necessary [to] reproduce their results"" (p. 6)","numerical output match",,"unclear",,
106,"Amelia","The data availability policies of political science journals","Availability","data deposit",,"injunctive","""journals must (continue to) adopt and enforce standards that ensure researchers share the data and code necessary [to] reproduce their results"" (p. 6)","numerical output match",,"unclear",,
106,"Amelia","The data availability policies of political science journals","Availability","data documentation",,"descriptive","""this archive should usually include the data and computer code to reproduce the results reported in the article and a README explaining the details"" (p. 1)",,,"unclear",,
106,"Amelia","The data availability policies of political science journals","Consistency","numerical output match",,"injunctive","""The journal has a posted policy that requires authors to share their data and/or code with the published article and the journal verifies the results."" (p. 4)",,"code deposit; data deposit","unclear",,
107,"Amelia","Teaching constructive replications in the behavioral and social sciences using quantitative data","Availability","data deposit",,"tacit","""Particularly at the bachelor level, replication courses will be more successful when focusing on studies where data and code are available."" (p. 118, left col) and ""Prescreened, available data is often best because seeking to acquire data directly from authors can take considerable time and may be a dead end."" (p. 119)","numerical output match; table and figure match",,"unclear",,
